Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
31,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Agent,27,0,2,1,3,99,585,50,Suburban,50
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Agent,8,0,8,1,2,99,679,50,Rural,0
33,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,0,0,0,Referral,23,0,6,1,2,99,825,-50,Rural,0
53,0,Married,86,<1 year,100,1,Medium,100,Liability-Only,-200,2236,0,0,1,50,Online,28,0,7,0,3,99,711,-50,Urban,100
48,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2400,0,0,0,0,Referral,8,1,4,1,3,5,604,50,Urban,100
46,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2436,0,1,0,50,Agent,22,1,4,7,2,5,678,50,Suburban,50
35,0,Married,86,>5 years,0,1,Medium,100,Full Coverage,0,2286,0,0,0,0,Agent,18,1,5,1,3,10,723,-50,Rural,0
20,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,30,1,3,3,1,1,709,-50,Urban,100
47,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,10,0,7,1,2,99,726,-50,Urban,100
27,0,Widowed,0,>5 years,0,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,4,1,5,0,2,13,657,50,Urban,100
72,1,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,7,1,2,4,3,4,792,-50,Urban,100
48,0,Divorced,0,1-5 years,50,0,Medium,0,Full Coverage,0,2100,0,1,0,50,Agent,16,0,4,3,1,99,774,-50,Rural,0
31,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2086,0,1,1,100,Online,27,0,7,3,3,99,723,-50,Rural,0
30,0,Widowed,0,1-5 years,50,1,Low,50,Liability-Only,-200,2100,1,0,0,50,Agent,25,1,1,4,2,8,657,50,Suburban,50
38,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2186,0,0,1,50,Online,7,1,9,3,1,4,733,-50,Urban,100
36,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,25,1,4,1,1,1,718,-50,Suburban,50
56,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Agent,13,1,8,2,2,3,744,-50,Suburban,50
42,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,26,0,4,6,1,99,668,50,Suburban,50
29,0,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2250,0,0,0,0,Online,3,1,5,2,1,1,735,-50,Rural,0
68,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,24,0,5,2,1,99,668,50,Rural,0
40,0,Married,86,>5 years,0,2,Low,100,Liability-Only,-200,2186,1,0,0,50,Online,18,1,5,2,3,14,700,50,Suburban,50
51,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,1,0,50,Agent,9,0,6,2,3,99,793,-50,Suburban,50
30,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,0,1,50,Agent,19,0,6,3,2,99,708,-50,Suburban,50
45,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,4,0,5,3,2,99,767,-50,Urban,100
44,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2136,0,0,0,0,Online,25,1,7,3,2,3,631,50,Suburban,50
18,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Online,8,0,3,1,1,99,681,50,Suburban,50
70,1,Divorced,0,1-5 years,50,2,Low,100,Liability-Only,-200,2100,0,1,0,50,Online,17,1,5,5,2,3,776,-50,Urban,100
59,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,15,1,5,2,1,7,693,50,Rural,0
34,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,3,1,6,5,2,1,714,-50,Suburban,50
23,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,6,0,4,1,3,99,794,-50,Suburban,50
45,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,22,1,7,1,2,8,763,-50,Suburban,50
41,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,1,50,Online,23,1,4,1,3,1,687,50,Urban,100
45,0,Divorced,0,1-5 years,50,2,Low,100,Full Coverage,0,2400,0,0,0,0,Agent,2,0,7,1,1,99,642,50,Suburban,50
42,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Agent,17,1,3,1,2,8,611,50,Urban,100
47,0,Married,86,>5 years,0,0,Medium,0,Liability-Only,-200,2136,1,0,0,50,Online,14,1,4,4,3,13,687,50,Urban,100
61,1,Widowed,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,0,1,50,Online,13,1,3,3,1,6,681,50,Rural,0
48,0,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2350,1,1,0,100,Agent,24,0,5,2,2,99,694,50,Urban,100
24,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,1,0,50,Online,14,1,1,1,1,11,683,50,Urban,100
60,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,0,1,0,50,Online,25,1,7,4,2,11,771,-50,Rural,0
64,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,8,1,2,3,3,4,665,50,Urban,100
87,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2186,1,1,0,100,Agent,10,1,3,2,3,8,791,-50,Suburban,50
23,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2286,0,0,0,0,Agent,28,0,3,0,3,99,624,50,Suburban,50
43,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,1936,0,1,0,50,Online,1,1,6,2,1,8,813,-50,Rural,0
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,1,1,0,100,Online,27,0,2,4,1,99,628,50,Urban,100
48,0,Divorced,0,1-5 years,50,1,Medium,100,Liability-Only,-200,2150,1,1,0,100,Online,2,0,5,2,1,99,649,50,Urban,100
31,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2350,0,0,0,0,Agent,25,0,8,3,2,99,680,50,Suburban,50
68,1,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2300,0,0,0,0,Online,4,0,2,2,2,99,775,-50,Suburban,50
28,0,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,16,1,4,1,3,3,724,-50,Urban,100
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,1,0,50,Agent,23,1,1,5,2,3,639,50,Urban,100
32,0,Married,86,<1 year,100,3,Low,150,Full Coverage,0,2636,0,0,0,0,Online,11,0,4,2,3,99,668,50,Urban,100
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,24,0,5,3,2,99,680,50,Suburban,50
51,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Referral,21,1,1,0,2,5,677,50,Urban,100
18,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Agent,15,0,2,2,1,99,727,-50,Suburban,50
40,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Referral,25,0,7,2,3,99,724,-50,Urban,100
18,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2086,1,0,0,50,Agent,30,1,6,1,3,14,655,50,Rural,0
35,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,1,0,50,Online,22,0,9,0,2,99,718,-50,Suburban,50
64,1,Single,0,1-5 years,50,0,High,0,Liability-Only,-200,1950,1,0,0,50,Online,23,1,5,3,1,14,708,-50,Suburban,50
45,0,Widowed,0,1-5 years,50,1,Medium,100,Liability-Only,-200,2000,1,0,0,50,Online,1,0,8,3,1,99,726,-50,Rural,0
27,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2350,0,0,0,0,Agent,22,0,3,1,1,99,642,50,Suburban,50
39,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2436,0,0,1,50,Agent,26,0,7,1,3,99,669,50,Urban,100
40,0,Single,0,1-5 years,50,2,High,400,Full Coverage,0,2650,1,1,0,100,Online,20,1,2,1,2,2,690,50,Urban,100
47,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2486,1,0,0,50,Referral,10,0,4,3,3,99,686,50,Urban,100
19,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Agent,13,1,7,3,2,1,685,50,Urban,100
48,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,0,0,0,0,Agent,21,1,2,1,1,2,737,-50,Rural,0
18,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,1,0,50,Online,25,1,2,1,1,1,749,-50,Rural,0
30,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,1,0,0,50,Online,16,1,5,2,1,10,665,50,Suburban,50
32,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,1,0,0,50,Referral,15,0,6,3,3,99,662,50,Urban,100
49,0,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2236,0,0,0,0,Online,5,1,7,2,1,8,773,-50,Urban,100
40,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,1,100,Online,24,1,9,3,1,7,680,50,Suburban,50
18,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,0,1,50,Online,27,0,4,1,1,99,690,50,Urban,100
25,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,17,0,6,1,1,99,766,-50,Urban,100
42,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,19,1,5,0,1,9,761,-50,Suburban,50
38,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,0,1,0,50,Online,13,1,10,4,3,13,634,50,Urban,100
31,0,Divorced,0,<1 year,100,0,High,0,Liability-Only,-200,2150,0,0,0,0,Online,2,1,5,5,1,9,695,50,Suburban,50
32,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,8,0,5,1,3,99,718,-50,Suburban,50
50,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2186,0,1,0,50,Online,1,1,4,2,3,6,740,-50,Rural,0
32,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,2,0,1,3,1,99,688,50,Rural,0
38,0,Single,0,1-5 years,50,3,Low,150,Liability-Only,-200,2150,1,0,0,50,Online,9,0,4,1,3,99,761,-50,Urban,100
72,1,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,2100,0,0,0,0,Agent,26,1,11,1,1,11,661,50,Urban,100
18,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,12,1,6,0,3,1,765,-50,Suburban,50
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,1,0,0,50,Referral,9,0,2,0,1,99,654,50,Rural,0
51,0,Married,86,1-5 years,50,0,High,0,Liability-Only,-200,2236,0,0,0,0,Online,1,0,3,1,2,99,674,50,Urban,100
29,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2300,1,0,0,50,Online,8,0,7,2,3,99,681,50,Urban,100
35,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,27,1,2,1,3,5,620,50,Rural,0
28,0,Single,0,1-5 years,50,1,High,200,Liability-Only,-200,2100,1,0,0,50,Online,7,1,7,6,2,8,805,-50,Rural,0
36,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Agent,20,0,5,1,2,99,735,-50,Suburban,50
63,1,Single,0,>5 years,0,1,High,200,Liability-Only,-200,2250,1,0,0,50,Online,23,0,1,1,3,99,682,50,Urban,100
52,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2236,0,0,0,0,Referral,26,1,5,0,2,9,731,-50,Rural,0
52,0,Single,0,>5 years,0,0,High,0,Full Coverage,0,2150,0,1,0,50,Agent,28,1,8,1,2,1,688,50,Rural,0
18,0,Married,86,<1 year,100,1,Low,50,Full Coverage,0,2436,0,0,0,0,Agent,10,0,4,3,1,99,713,-50,Urban,100
22,0,Divorced,0,1-5 years,50,2,Low,100,Full Coverage,0,2400,0,0,0,0,Agent,1,0,6,1,3,99,651,50,Suburban,50
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2236,0,1,0,50,Agent,15,0,2,0,2,99,742,-50,Suburban,50
27,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,1,0,0,50,Online,3,1,7,0,3,6,695,50,Urban,100
54,0,Single,0,>5 years,0,2,Low,100,Liability-Only,-200,2050,0,0,0,0,Online,18,1,5,2,2,12,746,-50,Suburban,50
47,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,24,0,3,2,3,99,754,-50,Rural,0
36,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2336,1,0,0,50,Agent,25,0,4,2,3,99,706,-50,Urban,100
39,0,Widowed,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,0,1,1,100,Agent,21,1,3,3,3,13,669,50,Suburban,50
29,0,Widowed,0,>5 years,0,2,High,400,Liability-Only,-200,2300,0,0,0,0,Agent,5,1,3,2,2,3,739,-50,Rural,0
43,0,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2100,1,0,0,50,Agent,21,0,4,3,2,99,725,-50,Suburban,50
51,0,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2036,0,1,1,100,Online,17,1,6,1,2,11,703,-50,Rural,0
18,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2300,0,1,0,50,Online,1,0,8,2,3,99,628,50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,24,1,4,3,2,6,652,50,Urban,100
53,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,24,0,5,4,1,99,753,-50,Urban,100
33,0,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2200,1,0,0,50,Referral,18,0,4,2,2,99,799,-50,Suburban,50
50,0,Widowed,0,1-5 years,50,3,Low,150,Full Coverage,0,2500,0,0,0,0,Online,3,0,7,2,3,99,693,50,Urban,100
82,1,Widowed,0,<1 year,100,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Online,2,1,4,2,1,14,762,-50,Urban,100
38,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,1,50,Online,24,1,8,1,3,14,640,50,Rural,0
45,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,1,0,50,Agent,12,1,4,0,3,5,764,-50,Suburban,50
28,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,1,0,50,Agent,9,1,4,3,3,7,749,-50,Suburban,50
42,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,9,1,3,0,1,11,721,-50,Suburban,50
46,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2036,0,0,0,0,Online,30,1,6,3,1,4,748,-50,Rural,0
42,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2236,1,0,0,50,Agent,22,0,6,1,1,99,696,50,Urban,100
24,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,11,0,3,3,1,99,764,-50,Suburban,50
43,0,Single,0,>5 years,0,0,High,0,Full Coverage,0,2100,0,0,0,0,Online,26,0,3,4,2,99,771,-50,Rural,0
61,1,Single,0,>5 years,0,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Online,26,1,4,2,3,13,754,-50,Urban,100
46,0,Divorced,0,>5 years,0,1,Medium,100,Liability-Only,-200,2000,0,0,0,0,Online,6,1,9,1,2,1,723,-50,Rural,0
54,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,9,1,12,1,3,10,773,-50,Suburban,50
36,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2236,1,0,0,50,Online,5,1,2,1,2,6,708,-50,Urban,100
51,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,1,0,1,100,Online,26,1,5,5,2,1,812,-50,Urban,100
44,0,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2450,0,0,0,0,Online,20,0,4,5,2,99,659,50,Urban,100
25,0,Single,0,<1 year,100,1,Medium,100,Full Coverage,0,2400,0,0,0,0,Online,21,0,5,3,1,99,782,-50,Urban,100
44,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2036,0,0,0,0,Online,13,1,4,1,2,4,805,-50,Rural,0
25,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,0,0,0,Agent,24,0,3,2,2,99,667,50,Rural,0
30,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Online,14,0,5,0,1,99,722,-50,Suburban,50
42,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Online,16,1,3,2,1,10,679,50,Rural,0
44,0,Widowed,0,<1 year,100,2,Low,100,Full Coverage,0,2350,0,1,0,50,Online,18,0,2,1,2,99,587,50,Rural,0
22,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2300,1,0,0,50,Agent,29,0,8,1,1,99,726,-50,Urban,100
55,1,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,1900,1,1,0,100,Agent,8,0,10,1,3,99,726,-50,Rural,0
48,0,Divorced,0,<1 year,100,1,Medium,100,Full Coverage,0,2350,0,1,0,50,Online,28,0,5,0,3,99,664,50,Rural,0
29,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,1,0,50,Online,26,0,7,4,3,99,725,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2300,0,1,0,50,Agent,27,0,4,3,1,99,695,50,Urban,100
37,0,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2350,0,0,0,0,Online,2,1,7,1,1,5,685,50,Rural,0
33,0,Single,0,1-5 years,50,0,High,0,Liability-Only,-200,2000,0,1,0,50,Online,17,1,4,2,2,10,702,-50,Urban,100
41,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Online,11,0,6,1,1,99,800,-50,Urban,100
34,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2336,0,0,0,0,Online,26,0,2,2,3,99,842,-50,Rural,0
18,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Online,6,1,5,2,3,10,759,-50,Urban,100
34,0,Divorced,0,1-5 years,50,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Referral,21,1,5,2,1,14,670,50,Suburban,50
35,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,9,0,5,1,2,99,735,-50,Urban,100
49,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,1,0,6,3,1,99,791,-50,Urban,100
29,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2386,0,1,0,50,Agent,11,0,5,4,3,99,656,50,Urban,100
65,1,Divorced,0,<1 year,100,1,Medium,100,Full Coverage,0,2350,0,0,0,0,Referral,12,1,7,2,1,9,704,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,1,0,1,100,Referral,6,0,7,2,3,99,659,50,Rural,0
59,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Online,23,0,6,3,2,99,729,-50,Rural,0
36,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,1986,0,1,0,50,Online,15,1,4,3,3,8,750,-50,Rural,0
52,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Referral,25,0,3,0,2,99,795,-50,Suburban,50
41,0,Single,0,>5 years,0,1,High,200,Full Coverage,0,2250,0,1,0,50,Online,6,0,6,2,2,99,747,-50,Rural,0
57,1,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2086,0,0,0,0,Online,18,1,8,2,3,7,746,-50,Rural,0
34,0,Divorced,0,1-5 years,50,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Referral,7,1,5,2,2,10,727,-50,Urban,100
23,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2150,1,1,0,100,Online,29,1,6,3,2,9,753,-50,Urban,100
61,1,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2350,0,0,0,0,Online,27,1,3,0,2,8,807,-50,Urban,100
38,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,1986,1,1,0,100,Online,8,1,6,1,1,2,751,-50,Rural,0
43,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,1,1,100,Online,28,1,4,1,3,9,679,50,Suburban,50
58,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,5,0,5,2,2,99,691,50,Urban,100
24,0,Single,0,>5 years,0,0,Medium,0,Liability-Only,-200,1950,0,1,0,50,Referral,8,1,2,1,2,11,728,-50,Urban,100
48,0,Divorced,0,>5 years,0,0,Medium,0,Liability-Only,-200,2100,0,0,0,0,Online,30,0,5,1,3,99,678,50,Urban,100
31,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,0,0,0,Online,6,1,8,0,1,12,738,-50,Rural,0
38,0,Single,0,1-5 years,50,1,Medium,100,Liability-Only,-200,2150,0,0,0,0,Online,28,0,4,2,1,99,755,-50,Urban,100
41,0,Married,86,>5 years,0,0,High,0,Full Coverage,0,2136,0,1,0,50,Online,19,0,8,0,3,99,765,-50,Rural,0
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,22,1,6,4,1,6,806,-50,Rural,0
28,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,11,1,2,5,2,7,626,50,Rural,0
60,1,Divorced,0,<1 year,100,1,Medium,100,Liability-Only,-200,2100,0,0,0,0,Online,12,1,7,1,3,8,708,-50,Rural,0
53,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2250,0,1,0,50,Agent,17,0,1,1,3,99,767,-50,Urban,100
39,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Agent,24,1,3,3,3,7,653,50,Suburban,50
43,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,11,0,4,1,1,99,653,50,Suburban,50
35,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,1,0,50,Online,12,1,5,1,2,6,707,-50,Suburban,50
60,1,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,25,1,4,1,2,1,757,-50,Urban,100
36,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2250,0,0,0,0,Agent,7,1,5,3,1,6,719,-50,Urban,100
43,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2300,0,0,0,0,Online,8,1,3,0,3,9,651,50,Urban,100
57,1,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,25,0,9,2,1,99,712,-50,Urban,100
28,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2186,1,1,0,100,Online,27,1,10,1,1,9,738,-50,Rural,0
63,1,Married,86,>5 years,0,0,Low,0,Liability-Only,-200,2086,0,0,0,0,Online,8,1,4,3,1,10,725,-50,Urban,100
18,0,Married,86,<1 year,100,1,Medium,100,Full Coverage,0,2586,0,0,0,0,Agent,26,0,4,3,1,99,679,50,Urban,100
64,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,1,0,0,50,Online,4,0,3,1,1,99,671,50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,1986,1,0,0,50,Online,21,1,4,1,3,14,739,-50,Rural,0
36,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Referral,18,1,3,2,2,14,755,-50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,1,0,50,Agent,17,0,5,3,3,99,690,50,Rural,0
33,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,1,0,50,Agent,24,0,5,2,2,99,730,-50,Suburban,50
24,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2150,0,0,0,0,Agent,16,1,4,0,2,14,722,-50,Urban,100
30,0,Divorced,0,>5 years,0,2,Low,100,Liability-Only,-200,2050,0,1,0,50,Online,23,1,8,1,1,12,782,-50,Urban,100
37,0,Widowed,0,<1 year,100,0,Medium,0,Liability-Only,-200,2100,0,0,0,0,Online,15,1,5,1,1,10,692,50,Rural,0
54,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2150,1,0,0,50,Online,8,0,5,3,1,99,737,-50,Suburban,50
43,0,Married,86,1-5 years,50,0,High,0,Full Coverage,0,2436,0,0,0,0,Online,13,1,6,3,1,6,632,50,Urban,100
44,0,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2350,0,1,0,50,Online,26,0,5,0,1,99,636,50,Suburban,50
23,0,Single,0,<1 year,100,0,Medium,0,Liability-Only,-200,2200,0,0,0,0,Agent,25,1,3,1,1,3,682,50,Urban,100
26,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2236,0,0,0,0,Online,8,1,8,3,3,12,705,-50,Rural,0
66,1,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2136,0,1,0,50,Online,5,1,4,3,2,5,750,-50,Rural,0
28,0,Married,86,>5 years,0,0,High,0,Liability-Only,-200,2036,0,1,0,50,Online,7,1,4,3,2,2,710,-50,Urban,100
64,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,5,0,4,3,2,99,705,-50,Urban,100
36,0,Married,86,<1 year,100,2,Low,100,Full Coverage,0,2586,0,0,0,0,Online,14,0,3,3,2,99,695,50,Urban,100
40,0,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2300,0,0,0,0,Online,1,0,6,4,1,99,781,-50,Suburban,50
56,1,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Referral,3,0,4,2,2,99,720,-50,Urban,100
59,1,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2150,0,0,0,0,Online,17,1,4,3,2,14,660,50,Urban,100
38,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Agent,12,1,9,2,1,4,674,50,Rural,0
34,0,Single,0,1-5 years,50,0,High,0,Liability-Only,-200,2150,0,0,0,0,Online,25,0,7,0,3,99,692,50,Urban,100
